number,name,activity,address,addressy,coordinates,metro,area,phone,site,status,time,reach,inventory,services,premises,cameras,others
12,"СПб ГБУ ""Центр спорта Адмиралтейского района""","Футбол баскетбол","Набережная Обводного канала, д.156, Лит. З","Бумажная ул., уч.3 (южнее дома 156, лит.З по наб. Обводного канала)",Array,Нарвская,Адмиралтейский,316-37-05,cfkadm.ru,"временно приостановлено посещение",9.00-22.00,доступна,,1,,,"освещение объекта отсутствует"
13,"СПб ГБУ ""Центр спорта Адмиралтейского района""","Мини-футбол ОФП","ул. Гороховая д. 41, лит. Е","уч.7 (восточнее дома 41, лит. Е)",Array,Садовая,Адмиралтейский,316-37-05,cfkadm.ru,работающий,9.00-22.00,доступна,,,,,"освещение объекта отсутствует"
14,"СПб ГБУ ""Центр спорта Адмиралтейского района""","Футбол баскетбол","ул. Курляндская, д.16, Лит. А","уч.5 (юго-западнее дома 16-18, лит.А)",Array,Балтийская,Адмиралтейский,316-37-05,cfkadm.ru,работающий,9.00-22.00,доступна,,,,,"освещение объекта отсутствует"
15,"СПб ГБУ ""Центр спорта Адмиралтейского района""","Футбол баскетбол стритбол ОФП","ул. Витебская, дом. 29, лит. Г","Лоцманская ул., уч.1 (северо-западнее дома 29, лит. Г по ул.Витебская)",Array,Садовая,Адмиралтейский,316-37-05,cfkadm.ru,работающий,9.00-22.00,доступна,,1,,,"освещение объекта отсутствует"
16,"СПб ГБУ ""Центр спорта Адмиралтейского района""","Футбол баскетбол лапта ОФП","ул. Можайская, д. 44-48, лит. А","ул. Можайская, д. 44-48, лит. А",Array,Пушкинская,Адмиралтейский,316-37-05,cfkadm.ru,работающий,9.00-22.00,доступна,,1,1,,"объект имеет освещение"
17,"СПб ГБУ ""Центр спорта Адмиралтейского района""","Футбол баскетбол ОФП","Наб. канала Грибоедова, д.170, лит.В","Садовая ул.,уч. 25 (южнее дома 170, лит.В по наб. канала Грибоедова)",Array,Садовая,Адмиралтейский,316-37-05,cfkadm.ru,работающий,9.00-22.00,доступна,,,,,"освещение объекта отсутствует"
18,"СПб ГБУ ""Центр спорта Адмиралтейского района""","Стритбол ОФП","ул. Союза Печатников, северо-восточнее д. 14 по пер. Дровяному","уч.7 (северо-восточнее д. 14 по пер. Дровяному)",Array,Садовая,Адмиралтейский,316-37-05,cfkadm.ru,работающий,9.00-22.00,доступна,,,,,"освещение объекта отсутствует"
7.0001,"ГБОУ ДОД ""Центр Физкультура и Здоровье""",ОФП,"Большая Пороховская ул., 44, к. 3","Остановка Большая Пороховская улица, 46",Array,Ладожская,Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, интеллектуальные нарушения",,,,,
7.0002,"ГБОУ ДОД ""Центр Физкультура и Здоровье""","Мини-футбол Хоккей","пр. Маршала Блюхера, 38 корпус 4",,Array,"Остановка Проспект Маршала Блюхера, 44",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, интеллектуальные нарушения",,1,,,
7.0003,"ГБОУ ДОД ""Центр Физкультура и Здоровье""","Футбол баскетбол ОФП","Новочеркасский проспект, участок 78, (у дома 36, корп. 1, литера А)",,Array,"Остановка Таллинская улица",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, интеллектуальные нарушения, поражение ОДА",,,,,
7.0004,"ГБОУ ДОД ""Центр Физкультура и Здоровье""","Футбол, баскетбол, ОФП","Индустриальный пр., 36","Индустриальный проспект, участок 58, (у дома 36, литера Б)",Array,"Остановка Индустриальный проспект",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, интеллектуальные нарушения, поражение ОДА",,1,,,
7.0005,"ГБОУ ДОД ""Центр Физкультура и Здоровье""","Мини-футбол Хоккей","проспект Металлистов, участок 24, (у дома 66, литера А)",,Array,"Остановка Шоссе Революции",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, интеллектуальные нарушения",,1,,,
7.0006,"ГБОУ ДОД ""Центр Физкультура и Здоровье""","Мини-футбол Хоккей","улица Маршала Тухачевского, участок 23, (у дома 3, литера А)",,Array,"Остановка Улица Маршала Тухачевского, 5",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, интеллектуальные нарушения",,1,,,
7.0007,"ГБОУ ДОД ""Центр Физкультура и Здоровье""","Футбол ОФП комплекс ГТО","Республиканская улица, участок 6, (у дома 16, литера А)",,Array,"Остановка Республиканская улица",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, интеллектуальные нарушения",,1,,,
7.0008,"ГБОУ ДОД ""Центр Физкультура и Здоровье""","Футбол легкая атлетика ОФП","улица Коммуны, участок 1, (восточнее дома 32, корп. 4, литера А по улице Коммуны)",,Array,"Остановка Поликлиника № 107",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,"07.00-22.00 (по расписанию)","Нарушение слуха, наршение зрения, интеллектуальные нарушения, поражение ОДА",,1,1,1,
7.0009,"ГБОУ ДОД ""Центр Физкультура и Здоровье""",ОФП,"улица Передовиков, участок 28, (западнее дома 37, литера А по улице Передовиков)",,Array,"Остановка Улица Передовиков",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, интеллектуальные нарушения",,,,,
7.0010,"ГБОУ ДОД ""Центр Физкультура и Здоровье""","ОФП Баскетбол для МГН","проспект Ударников, участок 54, (юго-западнее дома 49, корп. 2, литера А по проспекту Ударников)",,Array,"Остановка Проспект Ударников",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, интеллектуальные нарушения",,,,,
7.0011,"ГБОУ ДОД ""Центр Физкультура и Здоровье",Футбол,"улица Стасовой, участок 11, (западнее дома 6, литера А по улице Стасовой)",,Array,"Остановка улица Стасовой, 6",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, интеллектуальные нарушения",,,,,
7.0012,"ГБОУ ДОД ""Центр Физкультура и Здоровье""",ОФП,"Синявинская улица, участок 1, (западнее дома 8, литера А по Синявинской улице)",,Array,"Остановка Шоссе Революции",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, интеллектуальные нарушения",,,,,
7.0013,"ГБОУ ДОД ""Центр Физкультура и Здоровье""","Стритбол Мини-футбол","проспект Энергетиков, участок 97, (севернее дома 66, корп. 1, литера А по проспекту Энергетиков)",,Array,"Остановка Проспект Энергетиков, 72",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, интеллектуальные нарушения",,,,,
7.0014,"ГБОУ ДОД ""Центр Физкультура и Здоровье""",ОФП,"проспект Энергетиков, участок 99, (севернее дома 46, корп. 2, литера А по проспекту Энергетиков)",,Array,"Остановка Проспект Энергетиков, 46",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, интеллектуальные нарушения",,,,,
7.0015,"ГБОУ ДОД ""Центр Физкультура и Здоровье""","Стритбол ОФП","проспект Энтузиастов, участок 42, (восточнее дома 30, корп. 2, литера А по проспекту Энтузиастов)",,Array,"Остановка Проспект Энтузиастов, 30",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, интеллектуальные нарушения",,,,,
7.0016,"ГБОУ ДОД ""Центр Физкультура и Здоровье""","Футбол баскетбол ОФП","Перевозный переулок, участок 1, (севернее дома 19, литера А по Перевозному переулку)",,Array,"Станция метро Новочеркасская",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, интеллектуальные нарушения",,,,,
7.0017,"ГБОУ ДОД ""Центр Физкультура и Здоровье""",ОФП,"проспект Ударников, участок 53, (западнее дома 26, литера А по проспекту Ударников)",,Array,"Остановка Индустриальный проспект",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, наршение зрения, интеллектуальные нарушения, поражение ОДА",,,,,
7.0018,"ГБОУ ДОД ""Центр Физкультура и Здоровье""","Футбол баскетбол","Ленская улица, участок 13, (севернее дома 2, литера А по Ленской улице)",,Array,"Остановка Ленская улица",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, интеллектуальные нарушения",,,,,
7.0019,"ГБОУ ДОД ""Центр Физкультура и Здоровье""",ОФП,"Пискаревский проспект, участок 45, (юго-западнее дома 13, литера А по Пискаревскому проспекту)",,Array,"Остановка Полюстровский проспект",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, интеллектуальные нарушения",,,,,
7.0020,"ГБОУ ДОД ""Центр Физкультура и Здоровье""","Футбол Стритбол ОФП","Весенняя улица, участок 1, (восточнее дома 10, литера А по Весенней улице)",,Array,"Остановка Улица Помяловского",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, нарушение зрения, интеллектуальные нарушения, поражение ОДА",,,,,
7.0021,"ГБОУ ДОД ""Центр Физкультура и Здоровье""","Футбол баскетбол","проспект Маршала Блюхера, участок 81, (южнее дома 67, корп. 1, литера А по проспекту Маршала Блюхера)",,Array,"Остановка Проспект Энергетиков, 72",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, нарушение зрения, интеллектуальные нарушения, поражение ОДА",,,,,
7.0022,"ГБОУ ДОД ""Центр Физкультура и Здоровье""","Футбол баскетбол ОФП","Новочеркасский проспект, участок 81, (южнее дома 39, корп. 2, литера А по Новочеркасскому проспекту)",,Array,"Станция метро Новочеркасская",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, нарушение зрения, интеллектуальные нарушения, поражение ОДА",,,,,
7.0023,"ГБОУ ДОД ""Центр Физкультура и Здоровье""","Настольный теннис ОФП Футбол","Челябинская улица, участок 7, (восточнее дома 43, литера А по Челябинской улице)",,Array,"Остановка Челябинская улица, 55",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, нарушение зрения, интеллектуальные нарушения, поражение ОДА",,,,,
7.0024,"ГБОУ ДОД ""Центр Физкультура и Здоровье""","Мини-футбол Хоккей","Индустриальный проспект, участок 67, (у дома 26/24, литера А по Индустриальному проспекту)",,Array,"Остановка Индустриальный проспект",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,,,1,,,"Нарушение слуха, интеллектуальные нарушения"
7.0025,"ГБОУ ДОД ""Центр Физкультура и Здоровье""","Настольный теннис ОФП","проспект Энтузиастов, участок 53, (севернее дома 22, корп. 1, литера А по проспекту Энтузиастов)",,Array,"Остановка Индустриальный проспект",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, нарушение зрения, интеллектуальные нарушения, поражение ОДА",,,,,
7.0026,"ГБОУ ДОД ""Центр Физкультура и Здоровье""","Футбол ОФП","Синявинская улица, участок 3, (южнее дома 5, литера А по Синявинской улице)",,Array,"Остановка Среднеохтинский проспект / Шоссе Революции",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, нарушение зрения, интеллектуальные нарушения, поражение ОДА",,1,,,
7.0027,"ГБОУ ДОД ""Центр Физкультура и Здоровье""",ОФП,"проспект Маршала Блюхера, участок 28, (севернее дома 40, литера А по проспекту Маршала Блюхера)",,Array,"Остановка Проспект Маршала Блюхера, 44",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, интеллектуальные нарушения",,,,,
7.0028,"ГБОУ ДОД ""Центр Физкультура и Здоровье""","Настольный теннис ОФП","улица Громова, участок 3, (у дома 12, литера А)",,Array,"Остановка Рижская улица",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, нарушение зрения, интеллектуальные нарушения, поражение ОДА",,,,,
7.0029,"ГБОУ ДОД ""Центр Физкультура и Здоровье""","Футбол баскетбол","улица Громова, участок 4, (у дома 12, литера А)",,Array,"Остановка Рижская улица",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, нарушение зрения, интеллектуальные нарушения, поражение ОДА",,,,,
7.0030,"ГБОУ ДОД ""Центр Физкультура и Здоровье""","Футбол стритбол настольный теннис ОФП","Малоохтинский проспект, участок 9, (у дома 86а, корпус 1, литера А)",,Array,"Остановка Заневский проспект",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, нарушение зрения, интеллектуальные нарушения, поражение ОДА",,,,,
7.0031,"ГБОУ ДОД ""Центр Физкультура и Здоровье""","Футбол баскетбол настольный теннис ОФП","улица Маршала Тухачевского , участок 38, (западнее дома 55 литера А по проспекту Маршала Блюхера)",,Array,"Остановка Улица Буренина",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, нарушение зрения, интеллектуальные нарушения, поражение ОДА",,1,,,
7.0032,"ГБОУ ДОД ""Центр Физкультура и Здоровье""","Футбол баскетбол легкая атлетика ОФП Хоккей","Заневский проспект, участок 104, (севернее дома 53, корпус 2, литера А по Заневскому проспекту)",,Array,"Остановка Гостиница Ладога",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, нарушение зрения, интеллектуальные нарушения, поражение ОДА",,1,,,
7.0033,"ГБОУ ДОД ""Центр Физкультура и Здоровье""","Аджилити Кинологический спорт","улица Потапова, д. 2",,Array,"Остановка Улица Потапова / Ириновский проспект",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, нарушение зрения, интеллектуальные нарушения, поражение ОДА",,1,,,
7.0034,"ГБОУ ДОД ""Центр Физкультура и Здоровье""",Теннис,"Перевозный переулок, дом 23/25",,Array,"Остановка Новочеркасский проспект, 33",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, нарушение зрения, интеллектуальные нарушения, поражение ОДА",,1,,,
7.0035,"ГБОУ ДОД ""Центр Физкультура и Здоровье""","ОФП Баскетбол Волейбол Кинологический спорт Экстремальные виды спорта","Муринская дорога, д.84",,Array,"Остановка Проспект Маршака",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, нарушение зрения, интеллектуальные нарушения, поражение ОДА",,,,,
7.0036,"ГБОУ ДОД ""Центр Физкультура и Здоровье""","Футбол Баскетбол ОФП","Рябовское шоссе,  дом 121, корпус 4",,Array,"Остановка Рябовское шоссе, 117",Красногвардейский,8(812)386-40-48,Https://vk.com/c_fiz,Работающий,08.00-22.00,"Нарушение слуха, нарушение зрения, интеллектуальные нарушения, поражение ОДА",,,,,
7.0037,"ГБУ ДО ЦДЮТТ ""Охта""","Футбол баскетбол","ул.Панфилова,д.23",,Array,Новочеркасская,Красногвардейский,(812)224-27-35,Center-okhta.spb.ru,Работающий,08.00-22.00,"Нарушение слуха, нарушение зрения, интеллектуальные нарушения, поражение ОДА",,,,,
7.0038,"ГБУ ДО ЦДЮТТ ""Охта""","Футбол баскетбол","пр. Металлистов, 18 корпус 2",,Array,Новочеркасская,Красногвардейский,(812)224-27-35,Center-okhta.spb.ru,Работающий,08.00-22.00,"Нарушение слуха, нарушение зрения, интеллектуальные нарушения, поражение ОДА",,,,,
7.0039,"ГБУ ДО ДДЮТ ""На Ленской""","Футбол баскетбол","ул. Ленская, дом 2, корп.2, литер А",,Array,,Красногвардейский,"8 (812) 246-04-61",Http://na-lenskoy.ru/,Работающий,08.00-22.00,"Нарушение слуха, нарушение зрения, интеллектуальные нарушения, поражение ОДА",,,,,
7.0040,"ГБУ ДО ""ДЮЦ ""Красногвардеец""","Футбол баскетбол","пр. Большеохтинский, 11, корп 2, лит А",,Array,"Станция метро Ладожская",Красногвардейский,"8 (812)224-36-01",Красногвардеец.рф,Работающий,09.00-21.00,"Нарушение слуха, нарушение зрения, интеллектуальные нарушения, поражение ОДА",,,,,
8.0001,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""",Мини-футбол,"Красносельское шоссе, д. 34","Красносельское шоссе, участок 12 (у дома 34)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,Работающая,"08.00 до 22.00",Да,,1,,,
8.0002,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""",Мини-футбол,"Ленинский пр., д. 81","Ленинский пр., участок 58 (у дома 81)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,Работающая,"08.00 до 22.00",Да,,,,,
8.0003,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""",Футбол,"Ленинский пр., д. 100, корп. 2","Ленинский пр., участок 59 (у дома 100, корпус 2)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,Работающая,"08.00 до 22.00",Да,,,,,
8.0004,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""",Баскетбол,"Ленинский пр., д. 75, корп. 2","Ленинский пр., участок 57 (у дома 75, корпус 2)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,Работающая,"08.00 до 22.00",Да,,,,,
8.0005,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""","Мини-футбол, стритбол","Ленинский пр., д. 92, корп. 3","Ленинский пр., участок 60 (у дома 92, корпус 3)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,Работающая,"08.00 до 22.00",Да,,1,,,
8.0006,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""","Мини-футбол, баскетбол","Петергофское шоссе, д. 21, корп. 1","Петергофское шоссе, участок 66 (у дома 7, корпус 1)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,Работающая,"08.00 до 22.00",Да,,,,,
8.0007,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""","Мини-футбол, баскетбол","Петергофское шоссе, д. 7, корп. 1","Петергофское шоссе, участок 67 (у дома 7, корпус 1)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,Работающая,"08.00 до 22.00",Да,,,,,
8.0008,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""","Мини-футбол, баскетбол","пр. Ветеранов, д. 129","Пр. Ветеранов, участок 87 (у дома 129)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,Работающая,"08.00 до 22.00",Да,,,,,
8.0009,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""","ОФП, мини-футбол, баскетбол, ВФСК ГТО","пр. Ветеранов, д. 129","Пр. Ветеранов, участок 86 (у дома 129)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,Работающая,"08.00 до 22.00",Да,,1,,,
8.0010,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""","Мини-футбол, баскетбол, волейбол","пр. Ветеранов, д. 143, корп. 1","Пр. Ветеранов, участок 88 (у дома 143, корпус1)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,Работающая,"08.00 до 22.00",Да,,,,,
8.0011,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""","Баскетбол, волейбол, теннис, ОФП","пр. Ветеранов, д. 151, корп. 1","Пр. Ветеранов, участок 89 (у дома 151, корпус 1)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,Работающая,"08.00 до 22.00",Да,,,,,
8.0012,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""",Мини-футбол,"пр. Ветеранов, д. 160","Пр. Ветеранов, участок 90 (у дома 160)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,Работающая,"08.00 до 22.00",Да,,1,,,
8.0013,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""",Футбол,"пр. Кузнецова, д. 26","Пр. Кузнецова, участок 19 (у дома 26)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,Работающая,"08.00 до 22.00",Да,,,,,
8.0014,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""","Кинологическая плошадка","пр. Ленина, д. 120","Пр. Ленина, Участок 55 (у дома 120)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,"Временно не работающая в связи с проведением ремонтных работ","08.00 до 22.00",Да,,1,,,
8.0015,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""","Мини-футбол, баскетбол, ОФП, ВФСК ГТО","Стрельнинское шоссе, д. 4, корп. 2","Стрельнинское шоссе, участок 5 (у дома 4, корпус 2)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,Работающая,"08.00 до 22.00",Да,,,,,
8.0016,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""","ВФСК ГТО, ОФП","ул. Авангардная, д. 23","Ул. Авангардная, участок 21 (у дома 23)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,Работающая,"08.00 до 22.00",Да,,,,,
8.0017,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""",Футбол,"ул. Авиационная, д. 9","Ул. Авиационная, участок 3 (напротив дома 9)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,Работающая,"08.00 до 22.00",Да,,,,,
8.0018,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""",Футбол,"ул. Гвардейская, д. 3","Ул. Гвардейская, участок 9 ( у дома 3)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,Работающая,"08.00 до 22.00",Да,,1,,,
8.0019,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""","Мини-футбол, баскетбол, ОФП","ул. Геологическая, д. 75","Ул. Геологическая, участок 8 (у дома 75)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,Работающая,"08.00 до 22.00",Да,,,,,
8.0020,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""","Мини-футбол, баскетбол","ул. Десантников, д. 28","Ул. Десантников, участок 20 (у дома 28)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,Работающая,"08.00 до 22.00",Да,,,,,
8.0021,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""","Баскетбол, ОФП, ВФСК ГТО","ул. Доблести, д. 26, корп.2","Ул. Доблести, участок 42 (у дома 26, корпус 2)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,"Временно не работающая в связи с проведением ремонтных работ","08.00 до 22.00",Да,,,,,
8.0022,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""","Баскетбол, городки, настольный теннис","ул. Добровольцев, д. 50","Ул. Добровольцев, участок 6 (у дома 50)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,Работающая,"08.00 до 22.00",Да,,1,,,
8.0023,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""","Мини-футбол, волейбол","ул. Добровольцев, д. 62","Ул. Добровольцев, участок 5 (у дома 62)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,Работающая,"08.00 до 22.00",Да,,1,,,
8.0024,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""","Мини-футбол, баскетбол, ОФП, ВФСК ГТО","ул. Котина, д. 8,  корп. 1","Ул. Котина, участок 21 (у дома 8, корпус 1)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,Работающая,"08.00 до 22.00",Да,,1,,,
8.0025,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""","Мини-футбол, баскетбол","ул. Лермонтова, д. 12, к. 3","Ул. Лермонтова, участок 9 (у дома 12, корпус 3)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,Работающая,"08.00 до 22.00",Да,,1,,,
8.0026,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""",Мини-футбол,"ул. Маршала Захарова, д. 27, корп. 1","Ул. Маршала Захарова, участок 81 (у дома 27, корпус 1)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,Работающая,"08.00 до 22.00",Да,,,,,
8.0027,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""","Баскетбол, волейбол","ул. Маршала Захарова, д. 33, корп. 1","Ул. Маршала Захарова, участок 79 (у дома 33, корпус 1)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,"Временно не работающая в связи с проведением ремонтных работ","08.00 до 22.00",Да,,,,,
8.0028,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""",ОФП,"ул. Маршала Захарова, д. 35, корп. 2","Ул. Маршала Захарова, участок 80 (у дома 35, корпус 2)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,"Временно не работающая в связи с проведением ремонтных работ","08.00 до 22.00",Да,,,,,
8.0029,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""",Мини-футбол,"ул. Маршала Захарова , д. 15, лит. А","Ул. Маршала Захарова , уч. 105 (напротив дома 15, лит. А)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,Работающая,"08.00 до 22.00",Да,,1,,,
8.0030,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""",ОФП,"ул. Маршала Казакова, д. 24, корп. 2","Ул. Маршала Казакова, участок 36 (у дома 24, корпус 2)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,Работающая,"08.00 до 22.00",Да,,,,,
8.0031,"СПб ГБУ ""Центр физической культуры, спорта и здоровья Красносельского района""","Мини-футбол, баскетбол, гандбол","ул. Маршала Казакова, д. 28, корп. 1","Ул. Маршала Казакова, участок 37 (у дома 28, корп. 1)",Array,"Проспект Ветеранов",Красносельский,"8(812) 365-98-51",Cfksz.krsl.gov.spb.ru,Работающая,"08.00 до 22.00",Да,,,,,
